Date,HomeTeam,AwayTeam,FTR,HomeTeamCR,AwayTeamCR
2014-11-08,Burnley,Hull,H,0.11403508771929827,0.17543859649122806
2014-11-08,Liverpool,Chelsea,A,0.11403508771929827,0.17543859649122806
2014-11-08,Man United,Crystal Palace,H,0.11403508771929827,0.17543859649122806
2014-11-08,QPR,Man City,D,0.11403508771929827,0.17543859649122806
2014-11-08,Southampton,Leicester,H,0.11403508771929827,0.17543859649122806
2014-11-08,West Ham,Aston Villa,D,0.11403508771929827,0.17543859649122806
2014-11-09,Sunderland,Everton,D,0.14912280701754388,0.14912280701754388
2014-11-09,Swansea,Arsenal,H,0.14912280701754388,0.14912280701754388
2014-11-09,Tottenham,Stoke,A,0.14912280701754388,0.14912280701754388
2014-11-09,West Brom,Newcastle,A,0.14912280701754388,0.14912280701754388
2014-11-22,Arsenal,Man United,A,0.1578947368421053,0.22807017543859653
2014-11-22,Chelsea,West Brom,H,0.1578947368421053,0.22807017543859653
2014-11-22,Everton,West Ham,H,0.1578947368421053,0.22807017543859653
2014-11-22,Leicester,Sunderland,D,0.1578947368421053,0.22807017543859653
2014-11-22,Man City,Swansea,H,0.1578947368421053,0.22807017543859653
2014-11-22,Newcastle,QPR,H,0.1578947368421053,0.22807017543859653
2014-11-22,Stoke,Burnley,A,0.1578947368421053,0.22807017543859653
2014-11-23,Crystal Palace,Liverpool,H,0.19298245614035092,0.16666666666666663
2014-11-23,Hull,Tottenham,A,0.19298245614035092,0.16666666666666663
2014-11-24,Aston Villa,Southampton,D,0.19298245614035092,0.07017543859649122
2014-11-29,Burnley,Aston Villa,D,0.1578947368421053,0.14912280701754388
2014-11-29,Liverpool,Stoke,H,0.1578947368421053,0.14912280701754388
2014-11-29,Man United,Hull,H,0.1578947368421053,0.14912280701754388
2014-11-29,QPR,Leicester,H,0.1578947368421053,0.14912280701754388
2014-11-29,Sunderland,Chelsea,D,0.1578947368421053,0.14912280701754388
2014-11-29,Swansea,Crystal Palace,D,0.1578947368421053,0.14912280701754388
2014-11-29,West Brom,Arsenal,A,0.1578947368421053,0.14912280701754388
2014-11-29,West Ham,Newcastle,H,0.1578947368421053,0.14912280701754388
2014-11-30,Southampton,Man City,A,0.16666666666666663,0.16666666666666663
2014-11-30,Tottenham,Everton,H,0.16666666666666663,0.16666666666666663
2014-12-02,Burnley,Newcastle,D,0.22807017543859653,0.1578947368421053
2014-12-02,Crystal Palace,Aston Villa,A,0.22807017543859653,0.1578947368421053
2014-12-02,Leicester,Liverpool,A,0.22807017543859653,0.1578947368421053
2014-12-02,Man United,Stoke,H,0.22807017543859653,0.1578947368421053
2014-12-02,Swansea,QPR,H,0.22807017543859653,0.1578947368421053
2014-12-02,West Brom,West Ham,A,0.22807017543859653,0.1578947368421053
2014-12-03,Arsenal,Southampton,H,0.2192982456140351,0.10526315789473684
2014-12-03,Chelsea,Tottenham,H,0.2192982456140351,0.10526315789473684
2014-12-03,Everton,Hull,D,0.2192982456140351,0.10526315789473684
2014-12-03,Sunderland,Man City,A,0.2192982456140351,0.10526315789473684
2014-12-06,Hull,West Brom,D,0.19298245614035092,0.2543859649122807
2014-12-06,Liverpool,Sunderland,D,0.19298245614035092,0.2543859649122807
2014-12-06,Man City,Everton,H,0.19298245614035092,0.2543859649122807
2014-12-06,Newcastle,Chelsea,H,0.19298245614035092,0.2543859649122807
2014-12-06,QPR,Burnley,H,0.19298245614035092,0.2543859649122807
2014-12-06,Stoke,Arsenal,H,0.19298245614035092,0.2543859649122807
2014-12-06,Tottenham,Crystal Palace,D,0.19298245614035092,0.2543859649122807
2014-12-07,Aston Villa,Leicester,H,0.1578947368421053,0.17543859649122806
2014-12-07,West Ham,Swansea,H,0.1578947368421053,0.17543859649122806
2014-12-08,Southampton,Man United,A,0.14035087719298245,0.14912280701754388
2014-12-13,Arsenal,Newcastle,H,0.27192982456140347,0.22807017543859653
2014-12-13,Burnley,Southampton,H,0.27192982456140347,0.22807017543859653
2014-12-13,Chelsea,Hull,H,0.27192982456140347,0.22807017543859653
2014-12-13,Crystal Palace,Stoke,D,0.27192982456140347,0.22807017543859653
2014-12-13,Leicester,Man City,A,0.27192982456140347,0.22807017543859653
2014-12-13,Sunderland,West Ham,D,0.27192982456140347,0.22807017543859653
2014-12-13,West Brom,Aston Villa,H,0.27192982456140347,0.22807017543859653
2014-12-14,Man United,Liverpool,H,0.20175438596491224,0.21052631578947367
2014-12-14,Swansea,Tottenham,A,0.20175438596491224,0.21052631578947367
2014-12-15,Everton,QPR,H,0.23684210526315785,0.27192982456140347
2014-12-20,Aston Villa,Man United,D,0.17543859649122806,0.33333333333333337
2014-12-20,Hull,Swansea,A,0.17543859649122806,0.33333333333333337
2014-12-20,Man City,Crystal Palace,H,0.17543859649122806,0.33333333333333337
2014-12-20,QPR,West Brom,H,0.17543859649122806,0.33333333333333337
2014-12-20,Southampton,Everton,H,0.17543859649122806,0.33333333333333337
2014-12-20,Tottenham,Burnley,H,0.17543859649122806,0.33333333333333337
2014-12-20,West Ham,Leicester,H,0.17543859649122806,0.33333333333333337
2014-12-21,Liverpool,Arsenal,D,0.2192982456140351,0.2807017543859649
2014-12-21,Newcastle,Sunderland,A,0.2192982456140351,0.2807017543859649
2014-12-22,Stoke,Chelsea,A,0.2543859649122807,0.07894736842105265
2014-12-26,Arsenal,QPR,H,0.29824561403508776,0.10526315789473684
2014-12-26,Burnley,Liverpool,A,0.29824561403508776,0.10526315789473684
2014-12-26,Chelsea,West Ham,H,0.29824561403508776,0.10526315789473684
2014-12-26,Crystal Palace,Southampton,A,0.29824561403508776,0.10526315789473684
2014-12-26,Everton,Stoke,A,0.29824561403508776,0.10526315789473684
2014-12-26,Leicester,Tottenham,A,0.29824561403508776,0.10526315789473684
2014-12-26,Man United,Newcastle,H,0.29824561403508776,0.10526315789473684
2014-12-26,Sunderland,Hull,A,0.29824561403508776,0.10526315789473684
2014-12-26,Swansea,Aston Villa,H,0.29824561403508776,0.10526315789473684
2014-12-26,West Brom,Man City,A,0.29824561403508776,0.10526315789473684
2014-12-28,Aston Villa,Sunderland,D,0.20175438596491224,0.21052631578947367
2014-12-28,Hull,Leicester,A,0.20175438596491224,0.21052631578947367
2014-12-28,Man City,Burnley,D,0.20175438596491224,0.21052631578947367
2014-12-28,Newcastle,Everton,H,0.20175438596491224,0.21052631578947367
2014-12-28,QPR,Crystal Palace,D,0.20175438596491224,0.21052631578947367
2014-12-28,Southampton,Chelsea,D,0.20175438596491224,0.21052631578947367
2014-12-28,Stoke,West Brom,H,0.20175438596491224,0.21052631578947367
2014-12-28,Tottenham,Man United,D,0.20175438596491224,0.21052631578947367
2014-12-28,West Ham,Arsenal,A,0.20175438596491224,0.21052631578947367
2014-12-29,Liverpool,Swansea,H,0.2543859649122807,0.22807017543859653
2015-01-01,Aston Villa,Crystal Palace,D,0.22807017543859653,0.3508771929824561
2015-01-01,Hull,Everton,H,0.22807017543859653,0.3508771929824561
2015-01-01,Liverpool,Leicester,D,0.22807017543859653,0.3508771929824561
2015-01-01,Man City,Sunderland,H,0.22807017543859653,0.3508771929824561
2015-01-01,Newcastle,Burnley,D,0.22807017543859653,0.3508771929824561
2015-01-01,QPR,Swansea,D,0.22807017543859653,0.3508771929824561
2015-01-01,Southampton,Arsenal,H,0.22807017543859653,0.3508771929824561
2015-01-01,Stoke,Man United,D,0.22807017543859653,0.3508771929824561
2015-01-01,Tottenham,Chelsea,H,0.22807017543859653,0.3508771929824561
2015-01-01,West Ham,West Brom,D,0.22807017543859653,0.3508771929824561
2015-01-10,Burnley,QPR,H,0.368421052631579,0.35964912280701755
2015-01-10,Chelsea,Newcastle,H,0.368421052631579,0.35964912280701755
2015-01-10,Crystal Palace,Tottenham,H,0.368421052631579,0.35964912280701755
2015-01-10,Everton,Man City,D,0.368421052631579,0.35964912280701755
2015-01-10,Leicester,Aston Villa,H,0.368421052631579,0.35964912280701755
2015-01-10,Sunderland,Liverpool,A,0.368421052631579,0.35964912280701755
2015-01-10,Swansea,West Ham,D,0.368421052631579,0.35964912280701755
2015-01-10,West Brom,Hull,H,0.368421052631579,0.35964912280701755
2015-01-11,Arsenal,Stoke,H,0.20175438596491224,0.21052631578947367
2015-01-11,Man United,Southampton,A,0.20175438596491224,0.21052631578947367
2015-01-17,Aston Villa,Liverpool,A,0.2543859649122807,0.3771929824561403
2015-01-17,Burnley,Crystal Palace,A,0.2543859649122807,0.3771929824561403
2015-01-17,Leicester,Stoke,A,0.2543859649122807,0.3771929824561403
2015-01-17,Newcastle,Southampton,A,0.2543859649122807,0.3771929824561403
2015-01-17,QPR,Man United,A,0.2543859649122807,0.3771929824561403
2015-01-17,Swansea,Chelsea,A,0.2543859649122807,0.3771929824561403
2015-01-17,Tottenham,Sunderland,H,0.2543859649122807,0.3771929824561403
2015-01-18,Man City,Arsenal,A,0.26315789473684215,0.38596491228070173
2015-01-18,West Ham,Hull,H,0.26315789473684215,0.38596491228070173
2015-01-19,Everton,West Brom,D,0.35964912280701755,0.368421052631579
2015-01-31,Chelsea,Man City,D,0.38596491228070173,0.2543859649122807
2015-01-31,Crystal Palace,Everton,A,0.38596491228070173,0.2543859649122807
2015-01-31,Hull,Newcastle,A,0.38596491228070173,0.2543859649122807
2015-01-31,Liverpool,West Ham,H,0.38596491228070173,0.2543859649122807
2015-01-31,Man United,Leicester,H,0.38596491228070173,0.2543859649122807
2015-01-31,Stoke,QPR,H,0.38596491228070173,0.2543859649122807
2015-01-31,Sunderland,Burnley,H,0.38596491228070173,0.2543859649122807
2015-01-31,West Brom,Tottenham,A,0.38596491228070173,0.2543859649122807
2015-02-01,Arsenal,Aston Villa,H,0.21052631578947367,0.3157894736842105
2015-02-01,Southampton,Swansea,A,0.21052631578947367,0.3157894736842105
2015-02-07,Aston Villa,Chelsea,A,0.2543859649122807,0.23684210526315785
2015-02-07,Everton,Liverpool,D,0.2543859649122807,0.23684210526315785
2015-02-07,Leicester,Crystal Palace,A,0.2543859649122807,0.23684210526315785
2015-02-07,Man City,Hull,D,0.2543859649122807,0.23684210526315785
2015-02-07,QPR,Southampton,A,0.2543859649122807,0.23684210526315785
2015-02-07,Swansea,Sunderland,D,0.2543859649122807,0.23684210526315785
2015-02-07,Tottenham,Arsenal,H,0.2543859649122807,0.23684210526315785
2015-02-08,Burnley,West Brom,D,0.2894736842105263,0.22807017543859653
2015-02-08,Newcastle,Stoke,D,0.2894736842105263,0.22807017543859653
2015-02-08,West Ham,Man United,D,0.2894736842105263,0.22807017543859653
2015-02-10,Arsenal,Leicester,H,0.42105263157894735,0.4649122807017544
2015-02-10,Hull,Aston Villa,H,0.42105263157894735,0.4649122807017544
2015-02-10,Liverpool,Tottenham,H,0.42105263157894735,0.4649122807017544
2015-02-10,Sunderland,QPR,A,0.42105263157894735,0.4649122807017544
2015-02-11,Chelsea,Everton,H,0.4298245614035088,0.33333333333333337
2015-02-11,Crystal Palace,Newcastle,D,0.4298245614035088,0.33333333333333337
2015-02-11,Man United,Burnley,H,0.4298245614035088,0.33333333333333337
2015-02-11,Southampton,West Ham,D,0.4298245614035088,0.33333333333333337
2015-02-11,Stoke,Man City,A,0.4298245614035088,0.33333333333333337
2015-02-11,West Brom,Swansea,H,0.4298245614035088,0.33333333333333337
2015-02-21,Aston Villa,Stoke,A,0.35964912280701755,0.24561403508771928
2015-02-21,Chelsea,Burnley,D,0.35964912280701755,0.24561403508771928
2015-02-21,Crystal Palace,Arsenal,A,0.35964912280701755,0.24561403508771928
2015-02-21,Hull,QPR,H,0.35964912280701755,0.24561403508771928
2015-02-21,Man City,Newcastle,H,0.35964912280701755,0.24561403508771928
2015-02-21,Sunderland,West Brom,D,0.35964912280701755,0.24561403508771928
2015-02-21,Swansea,Man United,H,0.35964912280701755,0.24561403508771928
2015-02-22,Everton,Leicester,D,0.2807017543859649,0.32456140350877194
2015-02-22,Southampton,Liverpool,A,0.2807017543859649,0.32456140350877194
2015-02-22,Tottenham,West Ham,D,0.2807017543859649,0.32456140350877194
2015-02-28,Burnley,Swansea,A,0.3421052631578947,0.4473684210526315
2015-02-28,Man United,Sunderland,H,0.3421052631578947,0.4473684210526315
2015-02-28,Newcastle,Aston Villa,H,0.3421052631578947,0.4473684210526315
2015-02-28,Stoke,Hull,H,0.3421052631578947,0.4473684210526315
2015-02-28,West Brom,Southampton,H,0.3421052631578947,0.4473684210526315
2015-02-28,West Ham,Crystal Palace,A,0.3421052631578947,0.4473684210526315
2015-03-01,Arsenal,Everton,H,0.2894736842105263,0.20175438596491224
2015-03-01,Liverpool,Man City,H,0.2894736842105263,0.20175438596491224
2015-03-03,Aston Villa,West Brom,H,0.3070175438596491,0.4473684210526315
2015-03-03,Hull,Sunderland,D,0.3070175438596491,0.4473684210526315
2015-03-03,Southampton,Crystal Palace,H,0.3070175438596491,0.4473684210526315
2015-03-04,Liverpool,Burnley,H,0.368421052631579,0.1578947368421053
2015-03-04,Man City,Leicester,H,0.368421052631579,0.1578947368421053
2015-03-04,Newcastle,Man United,A,0.368421052631579,0.1578947368421053
2015-03-04,QPR,Arsenal,A,0.368421052631579,0.1578947368421053
2015-03-04,Stoke,Everton,H,0.368421052631579,0.1578947368421053
2015-03-04,Tottenham,Swansea,H,0.368421052631579,0.1578947368421053
2015-03-04,West Ham,Chelsea,A,0.368421052631579,0.1578947368421053
2015-03-07,QPR,Tottenham,A,0.5175438596491229,0.29824561403508776
2015-03-14,Arsenal,West Ham,H,0.4736842105263158,0.368421052631579
2015-03-14,Burnley,Man City,H,0.4736842105263158,0.368421052631579
2015-03-14,Crystal Palace,QPR,H,0.4736842105263158,0.368421052631579
2015-03-14,Leicester,Hull,D,0.4736842105263158,0.368421052631579
2015-03-14,Sunderland,Aston Villa,A,0.4736842105263158,0.368421052631579
2015-03-14,West Brom,Stoke,H,0.4736842105263158,0.368421052631579
2015-03-15,Chelsea,Southampton,D,0.27192982456140347,0.29824561403508776
2015-03-15,Everton,Newcastle,H,0.27192982456140347,0.29824561403508776
2015-03-15,Man United,Tottenham,H,0.27192982456140347,0.29824561403508776
2015-03-16,Swansea,Liverpool,A,0.38596491228070173,0.2894736842105263
2015-03-21,Aston Villa,Swansea,A,0.42105263157894735,0.5350877192982456
2015-03-21,Man City,West Brom,H,0.42105263157894735,0.5350877192982456
2015-03-21,Newcastle,Arsenal,A,0.42105263157894735,0.5350877192982456
2015-03-21,Southampton,Burnley,H,0.42105263157894735,0.5350877192982456
2015-03-21,Stoke,Crystal Palace,A,0.42105263157894735,0.5350877192982456
2015-03-21,Tottenham,Leicester,H,0.42105263157894735,0.5350877192982456
2015-03-21,West Ham,Sunderland,H,0.42105263157894735,0.5350877192982456
2015-03-22,Hull,Chelsea,A,0.5701754385964912,0.49122807017543857
2015-03-22,Liverpool,Man United,A,0.5701754385964912,0.49122807017543857
2015-03-22,QPR,Everton,A,0.5701754385964912,0.49122807017543857
2015-04-04,Arsenal,Liverpool,H,0.5,0.5964912280701755
2015-04-04,Chelsea,Stoke,H,0.5,0.5964912280701755
2015-04-04,Everton,Southampton,H,0.5,0.5964912280701755
2015-04-04,Leicester,West Ham,H,0.5,0.5964912280701755
2015-04-04,Man United,Aston Villa,H,0.5,0.5964912280701755
2015-04-04,Swansea,Hull,H,0.5,0.5964912280701755
2015-04-04,West Brom,QPR,A,0.5,0.5964912280701755
2015-04-05,Burnley,Tottenham,D,0.5614035087719298,0.48245614035087714
2015-04-05,Sunderland,Newcastle,H,0.5614035087719298,0.48245614035087714
2015-04-06,Crystal Palace,Man City,H,0.4736842105263158,0.2543859649122807
2015-04-07,Aston Villa,QPR,D,0.5701754385964912,0.5964912280701755
2015-04-11,Burnley,Arsenal,A,0.4473684210526315,0.4473684210526315
2015-04-11,Southampton,Hull,H,0.4473684210526315,0.4473684210526315
2015-04-11,Sunderland,Crystal Palace,A,0.4473684210526315,0.4473684210526315
2015-04-11,Swansea,Everton,D,0.4473684210526315,0.4473684210526315
2015-04-11,Tottenham,Aston Villa,A,0.4473684210526315,0.4473684210526315
2015-04-11,West Brom,Leicester,A,0.4473684210526315,0.4473684210526315
2015-04-11,West Ham,Stoke,D,0.4473684210526315,0.4473684210526315
2015-04-12,Man United,Man City,H,0.6140350877192983,0.17543859649122806
2015-04-12,QPR,Chelsea,A,0.6140350877192983,0.17543859649122806
2015-04-13,Liverpool,Newcastle,H,0.3421052631578947,0.5087719298245614
2015-04-18,Chelsea,Man United,H,0.4649122807017544,0.3508771929824561
2015-04-18,Crystal Palace,West Brom,A,0.4649122807017544,0.3508771929824561
2015-04-18,Everton,Burnley,H,0.4649122807017544,0.3508771929824561
2015-04-18,Leicester,Swansea,H,0.4649122807017544,0.3508771929824561
2015-04-18,Stoke,Southampton,H,0.4649122807017544,0.3508771929824561
2015-04-19,Man City,West Ham,H,0.5350877192982456,0.368421052631579
2015-04-19,Newcastle,Tottenham,A,0.5350877192982456,0.368421052631579
2015-04-25,Burnley,Leicester,A,0.5526315789473684,0.3421052631578947
2015-04-25,Crystal Palace,Hull,A,0.5526315789473684,0.3421052631578947
2015-04-25,Man City,Aston Villa,H,0.5526315789473684,0.3421052631578947
2015-04-25,Newcastle,Swansea,A,0.5526315789473684,0.3421052631578947
2015-04-25,QPR,West Ham,D,0.5526315789473684,0.3421052631578947
2015-04-25,Southampton,Tottenham,D,0.5526315789473684,0.3421052631578947
2015-04-25,Stoke,Sunderland,D,0.5526315789473684,0.3421052631578947
2015-04-25,West Brom,Liverpool,D,0.5526315789473684,0.3421052631578947
2015-04-26,Arsenal,Chelsea,D,0.5087719298245614,0.29824561403508776
2015-04-26,Everton,Man United,H,0.5087719298245614,0.29824561403508776
2015-04-28,Hull,Liverpool,H,0.5964912280701755,0.35964912280701755
2015-04-29,Leicester,Chelsea,A,0.5964912280701755,0.19298245614035092
2015-05-02,Aston Villa,Everton,H,0.5087719298245614,0.6666666666666667
2015-05-02,Leicester,Newcastle,H,0.5087719298245614,0.6666666666666667
2015-05-02,Liverpool,QPR,H,0.5087719298245614,0.6666666666666667
2015-05-02,Man United,West Brom,A,0.5087719298245614,0.6666666666666667
2015-05-02,Sunderland,Southampton,H,0.5087719298245614,0.6666666666666667
2015-05-02,Swansea,Stoke,H,0.5087719298245614,0.6666666666666667
2015-05-02,West Ham,Burnley,H,0.5087719298245614,0.6666666666666667
2015-05-03,Chelsea,Crystal Palace,H,0.38596491228070173,0.3070175438596491
2015-05-03,Tottenham,Man City,A,0.38596491228070173,0.3070175438596491
2015-05-04,Hull,Arsenal,A,0.5964912280701755,0.2807017543859649
2015-05-09,Aston Villa,West Ham,H,0.5087719298245614,0.4122807017543859
2015-05-09,Crystal Palace,Man United,A,0.5087719298245614,0.4122807017543859
2015-05-09,Everton,Sunderland,A,0.5087719298245614,0.4122807017543859
2015-05-09,Hull,Burnley,A,0.5087719298245614,0.4122807017543859
2015-05-09,Leicester,Southampton,H,0.5087719298245614,0.4122807017543859
2015-05-09,Newcastle,West Brom,D,0.5087719298245614,0.4122807017543859
2015-05-09,Stoke,Tottenham,H,0.5087719298245614,0.4122807017543859
2015-05-10,Chelsea,Liverpool,D,0.3070175438596491,0.6842105263157895
2015-05-10,Man City,QPR,H,0.3070175438596491,0.6842105263157895
2015-05-11,Arsenal,Swansea,A,0.2807017543859649,0.45614035087719296
2015-05-16,Burnley,Stoke,D,0.5350877192982456,0.5614035087719298
2015-05-16,Liverpool,Crystal Palace,A,0.5350877192982456,0.5614035087719298
2015-05-16,QPR,Newcastle,H,0.5350877192982456,0.5614035087719298
2015-05-16,Southampton,Aston Villa,H,0.5350877192982456,0.5614035087719298
2015-05-16,Sunderland,Leicester,D,0.5350877192982456,0.5614035087719298
2015-05-16,Tottenham,Hull,H,0.5350877192982456,0.5614035087719298
2015-05-16,West Ham,Everton,A,0.5350877192982456,0.5614035087719298
2015-05-17,Man United,Arsenal,D,0.45614035087719296,0.3070175438596491
2015-05-17,Swansea,Man City,A,0.45614035087719296,0.3070175438596491
2015-05-18,West Brom,Chelsea,H,0.5877192982456141,0.21052631578947367
2015-05-20,Arsenal,Sunderland,D,0.32456140350877194,0.6228070175438596
2015-05-24,Arsenal,West Brom,H,0.5263157894736843,0.4298245614035088
2015-05-24,Aston Villa,Burnley,A,0.5263157894736843,0.4298245614035088
2015-05-24,Chelsea,Sunderland,H,0.5263157894736843,0.4298245614035088
2015-05-24,Crystal Palace,Swansea,H,0.5263157894736843,0.4298245614035088
2015-05-24,Everton,Tottenham,A,0.5263157894736843,0.4298245614035088
2015-05-24,Hull,Man United,D,0.5263157894736843,0.4298245614035088
2015-05-24,Leicester,QPR,H,0.5263157894736843,0.4298245614035088
